Key,Source,Context,Changes,English,French,German,Klingon,Spanish
cbDynamicContrast,UI,Menu,KgNone,Dynamic Contrast,Contraste dynamique,Dynamischer Kontrast,,Contraste dinámico
cbEnableDeferredLighting,UI,Menu,KgNone,High quality light,Lumière de haute qualité,Hochwertige Lichteffekte,,Luz de alta calidad
cbEnableImageEffects,UI,Menu,KgNone,Enable Image Effects,Activer les effets visuels,Bildeffekte aktivieren,,Activar efectos de imagen
cbEnableVoiceChat,UI,Menu,KgNone,Enable voice chat,Activer le chat vocal,Voice-Chat aktivieren,,Activar chat de voz
cbReflectedShadows,UI,Menu,KgNone,Reflected Shadows,Ombres reflétées,Reflektierte Schatten,,Sombras reflejadas
cbShowCompass,UI,Menu,KgNone,Show Compass,Afficher la boussole,Kompass zeigen,,Mostrar brújula
cbShowCrosshair,UI,Menu,KgNone,Show Crosshair,Afficher le réticule,Fadenkreuz zeigen,,Mostrar mira
cbSSAO,UI,Menu,KgNone,SSAO,Occlusion ambiante,SSAO,,SSAO
cbSunShafts,UI,Menu,KgNone,Sun Shafts,Rayons de soleil,Sonnenstrahlen,,Rayos del sol
cbTonemapping,UI,Menu,KgNone,Tonemapping,Mappage ton local,Tonemapping,,Mapeo tonal
cbxAnimals,UI,Menu,KgNone,Animals,Animaux,Tiere,,Animales
cbxAutologin,UI,Menu,KgNone,Autologin,Connexion automatique,Automatische Anmeldung,,Inicio de sesión automático
cbxBiomes,UI,Menu,KgNone,Biomes,Environnements,Biome,,Biomas
cbxCreateEmptyWorld,UI,Menu,KgNone,Create Empty,Créer un monde vide,Leer erstellen,,Crear mundo vacío
cbxDedicatedServer,UI,Menu,KgNone,Dedicated Server,Serveur dédié,Dedizierter Server,,Servidor dedicado
cbxDynamic,UI,Menu,KgNone,Dynamic,Dynamique,Dynamisch,,Dinámico
cbxInvertMouse,UI,Menu,KgNone,Invert Mouse,Inverser la souris,Maus invertieren,,Ratón invertido
cbxPOIs,UI,Menu,KgNone,POIs,Points d'intérêt,Sehenswürdigkeiten,,Puntos de interés
cbxSelectWorld,UI,Menu,KgNone,Select World:,Sélectionner le monde :,Welt auswählen:,,Seleccionar mundo:
cbxWaterQuality,UI,Menu,KgNone,Water Quality:,Qualité de l'eau :,Qualität des Wassers:,,Calidad del agua:
containerLocked,UI,Menu,KgNone,Container Locked,Espace de stockage verrouillé,Behälter ist verriegelt,,Contenedor cerrado
containerUnlocked,UI,Menu,KgNone,Container Unlocked,Espace de stockage déverrouillé,Behälter ist entriegelt,,Contenedor abierto
doorLocked,UI,Menu,KgNone,Door Locked,Porte verrouillée,Tür ist verriegelt,,Puerta cerrada
doorUnlocked,UI,Menu,KgNone,Door Unlocked,Porte déverrouillée,Tür ist entriegelt,,Puerta abierta
eacDisconnected,UI,Menu,KgNone,Connection lost,Connexion perdue,Verbindung verloren,,Conexión perdida
eacIntegrityViolation,UI,Menu,KgNone,Integrity violation,Violation de l'intégrité,Verletzung der Integrität,,Violación de integridad
eacNetError,UI,Menu,KgNone,Network error,Erreur de réseau,Netzwerk-Fehler,,Error de red
eacUnableToPlayOnProtected,UI,Menu,KgNone,You will not be able to play on EAC protected servers during this game session.,Vous ne pourrez pas jouer sur des serveurs protégés EAC lors de cette partie.,Du wirst während dieser Spielsitzung nicht auf durch EAC geschützte Server zugreifen können.,,No podrás jugar en servidores protegidos con EAC durante esta sesión de juego.
eacUnknown,UI,Menu,KgNone,Unknown state,Statut inconnu,Unbekannter Zustand,,Estado desconocido
forgeFuel,UI,Menu,KgNone,Fire burn time:,Durée de combustion du feu :,Brenndauer von Feuer:,,Tiempo de combustión:
forgeFuelBurnTime,UI,Menu,KgNone,{0}:{1},{0} h {1},{0}:{1},,{0}:{1}
forgeInputBrass,UI,Menu,KgNone,Brass,Laiton,Messing,,Latón
forgeInputClay,UI,Menu,KgNone,Clay,Argile,Lehm,,Arcilla
forgeInputCloth,UI,Menu,KgNone,Cloth,Tissu,Tuch,,Paño
forgeInputGlass,UI,Menu,KgNone,Glass,Verre,Glas,,Cristal
forgeInputIron,UI,Menu,KgNone,Iron,Fer,Eisen,,Hierro
forgeInputLead,UI,Menu,KgNone,Lead,Plomb,Blei,,Plomo
forgeInputPlants,UI,Menu,KgNone,Plants,Plantes,Pflanzen,,Plantas
forgeInputStone,UI,Menu,KgNone,Stone,Pierre,Stein,,Piedra
forgeInputTungsten,UI,Menu,KgNone,Tungsten,Tungstène,Wolfram,,Tungsteno
forgeInputType,UI,Menu,KgNone,{0},{0},{0},,{0}
forgeInputTypePrefix,UI,Menu,KgNone,Material needed:,Matériaux nécessaires :,Benötigte Materialien:,,Material necesario:
forgeInputWeight,UI,Menu,KgNone,Amount: {0},Quantité : {0},Menge: {0},,Cantidad: {0}
forgeMetalNeeded,UI,Menu,KgNone,Mold Capacity:,Capacité de moulage :,Gussform-Kapazität:,,Capacidad del molde:
forgeMoldCapacity,UI,Menu,KgNone,Capacity: {0},Capacité : {0},Kapazität: {0},,Capacidad: {0}
forgeMoldTime,UI,Menu,KgNone,Time: {0}:{1},Durée : {0} h {1},Zeit: {0}:{1},,Tiempo: {0}:{1}
forgeOutputWeight,UI,Menu,KgNone,{0},{0},{0},,{0}
friendTracked,UI,Menu,KgNone,Tracking {0},Pistage de {0},{0} verfolgen,,Siguiendo a {0}.
friendUntracked,UI,Menu,KgNone,Not tracking {0} any more,Vous ne pistez plus {0},{0} wird nicht mehr verfolgt,,Ya no sigues a {0}.
gmCreative,UI,Menu,KgNone,Creative,Création,Kreativ,,Creativo
gmCreativeDesc,UI,Menu,KgNone,Creative mode,Mode création,Kreativer Modus,,Modo creativo
gmDeathmatch,UI,Menu,KgNone,Deathmatch,Match à mort,Deathmatch,,Partida a muerte
gmDeathmatchDesc,UI,Menu,KgNone,bla bla bla,blablabla,bla bla bla,,bla bla bla
gmEditWorld,UI,Menu,KgNone,Edit,Modifier,Bearbeiten,,Editar
gmEditWorldDesc,UI,Menu,KgNone,Edit world mode,Modifier le mode de monde,Welt-Bearbeitungsmodus,,Editar modo del mundo
gmSurvival,UI,Menu,KgNone,Survival,Survie,Überlebensmodus,,Supervivencia
gmSurvivalDesc,UI,Menu,KgNone,The stock single player story driven campaign mode played in Navezgane.,Le mode un joueur comportant l'histoire et les campagnes jouées à Navezgane.,"Der Standard-Modus in Navezgane ist eine Kampagne für Einzelspieler, bei der die Geschichte im Mittelpunkt steht.",,El modo campaña de un jugador en Navezgane.
gmSurvivalMP,UI,Menu,KgNone,Survival MP,Survie multijoueur,Mehrspieler – Überlebensmodus,,Supervivencia MJ
gmSurvivalPvP,UI,Menu,KgNone,Survival PvP,Survie JcJ,PvP – Überlebensmodus,,Supervivencia JcJ
gmSurvivalSP,UI,Menu,KgNone,Survival SP,Survie un joueur,Einzelspieler – Überlebensmodus,,Supervivencia UJ
gmZombieDesc,UI,Menu,KgNone,blub blub blub,blub blub blub,blub blub blub,,blub blub blub
gmZombieHorde,UI,Menu,KgNone,Zombie Horde,Horde de zombies,Zombiehorde,,Horda zombi
goAchievementsDisabledPS4,UI,Menu,KgNone,Trophies Disabled,Trophées désactivés,Trophäen deaktiviert,,Trofeos desactivados
goAchievementsDisabledXB1,UI,Menu,KgNone,Achievements Disabled,Succès désactivés,Errungenschaften deaktiviert,,Logros desactivados
goAirDropFrequency,UI,Menu,KgNone,Air Drops,Parachutages,Abwurf aus der Luft,,Suministros aéreos
goAirDropFrequencyDesc,UI,Menu,KgNone,How often supplies are air-dropped in game hours.,Quantité de provisions parachutées en heures de jeu.,"Bestimmt, wie oft Abwürfe aus der Luft in Spielstunden erfolgen.",,La frecuencia con la que caen los suministros aéreos en las horas de juego.
goAirDropValue,UI,Menu,KgNone,Every {0} day(s),Tous les {0} jour(s),Alle {0} Tag(e),,Cada {0} día(s)
goAirDropValues,UI,Menu,KgNone,Every {0} day(s),Tous les {0} jour(s),Alle {0} Tag(e),,Cada {0} día(s)
goAll,UI,Menu,KgNone,Everything,Tout,Alles,,Todo
goBackpack,UI,Menu,KgNone,Backpack Only,Sac à dos uniquement,Nur Rucksack,,Solo mochila
goBlockDurability,UI,Menu,KgNone,Block Durability,Durabilité du bloc,Haltbarkeit der Blöcke,,Durabilidad de bloques
goBlockDurabilityDesc,UI,Menu,KgNone,Modifies the hardness of every block in the world. If you increase hardness then you and zombies will do less damage to blocks and mining is slower.,"Modifie la dureté de chaque bloc du monde. Si vous augmentez la dureté, les zombies et votre personnage infligeront alors moins de dégâts aux blocs, et miner prendra plus de temps.","Ändert die Härte aller Blöcke in der Welt. Erhöhst du die Härte, dann machen Zombies und du weniger Schaden gegenüber Blöcken und Bergbau dauert länger.",,"Modifica la dureza de cada bloque del mundo. Si aumenta la dureza, tanto los zombis como tú harán menos daño a los bloques y la minería será más lenta."
goBlockDurabilityValue,UI,Menu,KgNone,{0}%,{0} %,{0} %,,{0} %
goBlockDurabilityValues,UI,Menu,KgNone,{0}%,{0} %,{0} %,,{0} %
goBuildCreate,UI,Menu,KgNone,Cheat Mode:,Mode tricherie :,Cheat-Modus:,,Modo con trucos:
goBuildCreateDesc,UI,Menu,KgNone,Sets if creative mode and tools are allowed.,Définit si le mode création et les outils sont autorisés.,"Legt fest, ob der kreative Modus und Werkzeuge erlaubt sind.",,Establece si el modo creativo y las herramientas están permitidas.
goBuildCreateDescPS4,UI,Menu,KgNone,Sets if creative mode and tools are allowed. This is a permanent setting that cannot be changed once the game is created. Trophies cannot be earned with this active.,Définit si le mode création et les outils sont autorisés. Ce paramètre est définitif et ne peut être changé en cours de partie. Vous ne pouvez pas obtenir de trophées si cette fonction est activée.,"Legt fest, ob der kreative Modus und Werkzeuge erlaubt sind. Dies ist eine dauerhafte Einstellung, die nach dem Erstellen des Spiels nicht mehr geändert werden kann. Wenn dies aktiviert ist, können keine Trophäen erhalten werden.",,"Establece si el modo creativo y las herramientas están permitidas. Esta es una configuración permanente y no se puede cambiar una vez que se haya creado la partida. Si esto está activo, no puedes ganar trofeos."
goBuildCreateDescXB1,UI,Menu,KgNone,Sets if creative mode and tools are allowed. This is a permanent setting that cannot be changed once the game is created. Achievements cannot be earned with this active.,Définit si le mode création et les outils sont autorisés. Ce paramètre est définitif et ne peut être changé en cours de partie. Vous ne pouvez pas obtenir de succès si cette fonction est activée.,"Legt fest, ob der kreative Modus und Werkzeuge erlaubt sind. Dies ist eine dauerhafte Einstellung, die nach dem Erstellen des Spiels nicht mehr geändert werden kann. Wenn dies aktiviert ist, können keine Errungenschaften erhalten werden.",,"Establece si el modo creativo y las herramientas están permitidas. Esta es una configuración permanente y no se puede cambiar una vez que se haya creado la partida. Si esto está activo, no puedes ganar logros."
goCategoryAdvancedOptions,UI,Menu,KgNone,Modded Options,Options modifiées,Modifizierte Optionen,,Opciones modificadas
goCategoryGameOptions,UI,Menu,KgNone,Standard Options,Options standards,Standard-Optionen,,Opciones estándar
goCategoryMultiplayer,UI,Menu,KgNone,Multiplayer,Multijoueur,Mehrspieler,,Multijugador
goCraftTimer,UI,Menu,KgNone,Craft Timer,Durée de fabrication,Fertigungs-Timer,,Cronómetro de fabricación
goCraftTimerDesc,UI,Menu,KgNone,This is the amount of time that crafting items will take to craft items. Fast is double speed.,La durée de fabrication des objets. Rapide double la vitesse.,"Zeigt an, wie lange das Fertigen von Gegenständen dauert. „Schnell“ entspricht der doppelten Geschwindigkeit.",,Se indica la cantidad de tiempo que tardarán los objetos de fabricación en fabricar objetos. Rápido es el doble de velocidad.
goDay,UI,Menu,KgNone,{0} Day,{0} jour,{0} Tag,,{0} día
goDayCount,UI,Menu,KgNone,Match Length:,Longueur du match :,Länge des Matches:,,Duración de la partida:
goDayCountDesc,UI,Menu,KgNone,Number of days per match.,Nombre de jours par match.,Anzahl der Tage pro Match.,,Cantidad de días por partida.
goDayLength,UI,Menu,KgNone,24 Hour Cycle:,Cycle de 24 heures :,24-Stunden-Zyklus:,,Ciclo de 24 horas:
goDayLightLength,UI,Menu,KgNone,Daylight Length,Heures de clarté,Dauer des Tageslichts,,Duración de la luz diurna
goDayLightLengthDesc,UI,Menu,KgNone,How many hours the sun shines per day.,Le nombre d'heures d'ensoleillement par jour.,"Zeigt an, wie viele Stunde die Sonne jeden Tag scheint.",,Cuántas horas diarias brilla el sol.
goDayLightLengthValue,UI,Menu,KgNone,{0},{0},{0},,{0}
goDayLightLengthValues,UI,Menu,KgNone,{0},{0},{0},,{0}
goDays,UI,Menu,KgNone,{0} Days,{0} jours,{0} Tage,,{0} días
goDeleteAll,UI,Menu,KgNone,Delete All,Tout supprimer,Alles löschen,,Borrar todo
goDifficulty,UI,Menu,KgNone,Difficulty Settings,Paramètres de difficulté,Einstellung des Schwierigkeitsgrads,,Opciones de dificultad
goDifficulty1,UI,Menu,KgNone,Scavenger,Glaneur,Plünderer,,Carroñero
goDifficulty4,UI,Menu,KgNone,Warrior,Guerrier,Krieger,,Guerrero
goDifficulty5,UI,Menu,KgNone,Survivalist,Survivaliste,Überlebenskünstler,,Sobreviviente
goDifficulty6,UI,Menu,KgNone,Insane,Extrême,Irrer,,Demente
goDifficultyDesc,UI,Menu,KgNone,"\nChoose from 6 Difficulty settings.\n\n1. Scavenger: Easiest setting designed for noobs.\n\n2. Adventurer: Not just a new recruit any more.\n\n3. Nomad: Designed for Experienced FPS players.\n\n4. Warrior: Now you're starting to impress!\n\n5. Survivalist: Kids, don't try this at home!\n\n6. Insane: You're one brave Mother!","\nChoisissez parmi 6 paramètres de difficulté.\n\n1. Glaneur : le mode le plus facile, pour les débutants.\n\n2. Aventurier : vous n'êtes plus un bleu.\n\n3. Nomade : pour les joueurs maîtrisant les FPS.\n\n4. Guerrier : ça commence à être impressionnant !\n\n5. Survivaliste : les enfants, n'essayez pas ça chez vous !\n\n6. Extrême : vous êtes sacrément courageux !","\nWähle einen von 6 Schwierigkeitsgraden.\n\n1. Plünderer: Die einfachste Einstellung ist für Anfänger gedacht.\n\n2. Abenteurer: Du bist kein Grünschnabel mehr.\n\n3. Nomade: Gedacht für erfahrene Egoshooter-Spieler.\n\n4. Krieger: Jetzt fängst du an, zu beeindrucken!\n\n5. Überlebenskünstler: Kinder, bitte nicht zu Hause nachmachen!\n\n6. Irrer: Na, wenn du mal nicht mutig bist!",,"\nElige entre seis niveles de dificultad.\n\n1. Carroñero: El más fácil de todos, para novatos.\n\n2. Aventurero: Ya no eres un recién llegado.\n\n3. Nómada: Diseñado para personas experimentadas en juegos de disparos en primera persona.\n\n4. Guerrero: ¡Comienzas a impresionarnos!\n\n5. Sobreviviente: ¡Niños, no intenten esto en casa!\n\n6. Demente: ¡Valiente hijo...!"
goDisabled,UI,Menu,KgNone,Disabled,Désactivé,Deaktiviert,,Deshabilitado
goDropOnDeath,UI,Menu,KgNone,Drop On Death,Perte en cas de mort,Fallenlassen bei Tod,,Soltar al morir
goDropOnDeathDesc,UI,Menu,KgNone,"Drop everything, just the toolbelt, backpack only or delete all inventory on death.","Lorsque vous mourrez, vous perdez : tout, uniquement la ceinture à outils, uniquement le sac à dos ou l'intégralité de l'inventaire.","Lass alles fallen, nur den Werkzeuggürtel, nur den Rucksack oder lösche im Todesfall dein gesamtes Inventar.",,"Suelta todo, solo el cinturón o la mochila, o borra todo el inventario al morir."
goDropOnQuit,UI,Menu,KgNone,Drop On Quit,Perte en cas d'abandon,Fallenlassen bei verlassen des Spiels,,Soltar al salir
goDropOnQuitDesc,UI,Menu,KgNone,"Drop nothing, everything, just the toolbelt, or just the backpack when leaving the game world.","Lorsque vous quittez le monde du jeu, vous perdez : rien, tout, uniquement le ceinture à outils ou uniquement le sac à dos.","Nichts fallenlassen, alles fallenlassen, nur den Werkzeuggürtel oder nur den Rucksack fallenlassen, wenn du die Spielwelt verlässt.",,"No soltar nada, todo, solo el cinturón o solo la mochila al salir del mundo del juego."
goEnemyDifficulty,UI,Menu,KgNone,Enemy Aggression,Agressivité de l'ennemi,Gegnerische Aggressivität,,Agresión enemiga
goEnemyDifficultyDesc,UI,Menu,KgNone,Controls how aggressive zombies are. Feral means zombies are very aggressive and can sense you even through walls at night.,Contrôle l'agressivité des zombies. Féroce signifie que les zombies sont très agressifs et peuvent également vous sentir à travers les murs la nuit.,"Zeigt an, wie aggressiv Zombies sind. Wilde Zombies sind sehr aggressiv und können dich nachts selbst durch Wände spüren.",,Controla la agresividad de los zombis. Salvaje significa que los zombis son muy agresivos y que incluso te pueden percibir a través de las paredes cuando es de noche.
goEnemyDifficultyFeral,UI,Menu,KgNone,Feral,Féroce,Wild,,Salvaje
goEnemyDifficultyNormal,UI,Menu,KgNone,Normal,Normal,Normal,,Normal
goEnemySenseMemory,UI,Menu,KgNone,Enemy Memory,Mémoire de l'ennemi,Gedächtnis der Gegner,,Memoria enemiga
goEnemySenseMemoryDesc,UI,Menu,KgNone,This is the time in real seconds that a zombie will pursue something it has sensed in the world.,"La durée, en secondes réelles, pendant laquelle un zombie poursuivra quelque chose qu'il a senti dans le monde.","Zeigt in Echtzeit die Anzahl an Sekunden an, während derer ein Zombie etwas verfolgen wird, das er gespürt hat.",,Indica el tiempo en segundos reales durante los que un zombi perseguirá algo que ha percibido en el mundo.
goEnemySpawn,UI,Menu,KgNone,Enemy Spawning:,Apparition des ennemis :,Erscheinen der Gegner:,,Aparición de enemigos:
goEnemySpawnDesc,UI,Menu,KgNone,Enemy Spawning On:\nAdds zombies to the world.\n\nEnemy Spawning off:\nTurns off all zombie spawning in the world.,Apparition des ennemis activée :\najoute des zombies au sein du monde.\n\nApparition des ennemis désactivée :\nempêche les zombies d'apparaître au sein du monde.,Erscheinen der Gegner an:\nEs werden mehr Zombies in der Welt platziert.\n\nErscheinen der Gegner aus:\nEs erscheinen keine weiteren Zombies in der Welt.,,Activada:\nAgrega zombis al mundo.\n\nDesactivada:\nDesactiva todas las apariciones de zombis en el mundo.
goEnemySpawnMode,UI,Menu,KgNone,Enemy Spawning,Apparition des ennemis,Erscheinen der Gegner,,Aparición de enemigos
goEnemySpawnModeDesc,UI,Menu,KgNone,"This is the amount of enemies that will spawn in the world.\nDisabled 0%, Very Low 50%, Low 75%, Medium 100%, High 125%, Very High 150%","La quantité d'ennemis qui apparaîtront au sein du monde.\nDésactivée 0 %, Très basse 50 %, Basse 75 %, Intermédiaire 100 %, Élevée 125 %, Très élevée 150 %","Zeigt an, wie viele Gegner in der Welt erscheinen werden.\nAus 0 %, sehr niedrig 50 %, niedrig 75 %, mittel 100 %, hoch 125 %, sehr hoch 150 %",,"Indica la cantidad de enemigos que aparecerán en el mundo.\nDesactivada, 0 %; muy baja, 50 %; baja, 75 %; media, 100 %; alta 125 %, muy alta, 150 %."
goFast,UI,Menu,KgNone,Fast,Rapide,Schnell,,Rápido
goFrag,UI,Menu,KgNone,{0} Frag,{0} élimination,{0} Frag,,{0} baja
goFragLimit,UI,Menu,KgNone,Frag Limit:,Limite d'éliminations :,Frag-Limit:,,Límite de bajas:
goFragLimitDesc,UI,Menu,KgNone,Frag Limit is the number of kills a player needs to win or end the match.,La limite d'éliminations est le nombre d'ennemis tués qu'un joueur doit atteindre pour remporter ou terminer le match.,"Das Frag-Limit zeigt an, wie viele Kills ein Spieler braucht, um das Match zu gewinnen oder zu beenden.",,El límite de bajas indica el número de asesinatos que un jugador necesita para ganar o finalizar la partida.
